OBJECTID;CODE_VOIE;NOM_VOIE;TYPE_AMENAGEMENT;REALISATION;CIRCUL2R;CIRCVOIT;AFFECTATION;TOURNGAUCHE;SHAPE.LEN
56176;07986;Chemin de la Croisette;Piste;2010;bidirectionnelle; ;vélos + cyclomoteurs;;96.61852361304149
56177;08060;Rue de la Croix-Rouge;Bande;1992;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;3.70669664256464
56178;08087;Avenue Jules- CROSNIER;Bande;2000;unidirectionnelle;contresens;vélos + cyclomoteurs;;71.69818139835549
56179;61530;Chemin des Ouchettes;Piste;1987;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;99.7900501052084
56183;08192;Rue Charles- CUSIN;Contresens;1999;; ;vélos + cyclomoteurs;;36.465914813194296
55797;04766;Route de Chancy;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;52.413990425951695
55798;04766;Route de Chancy;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;19.2672156784523
55799;04766;Route de Chancy;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;19.4218261697613
55800;04766;Route de Chancy;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;87.092149530639
55801;04766;Route de Chancy;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;138.302004570111
55802;04766;Route de Chancy;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;76.1287669649923
55803;04766;Route de Chancy;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;98.19434862791789
55804;04766;Route de Chancy;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;111.205514893293
55805;04766;Route de Chancy;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;80.894997922753
55806;04766;Route de Chancy;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;84.34369745857009
55807;04766;Route de Chancy;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;16.0351177108246
55808;04766;Route de Chancy;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;79.49066634984729
55809;04766;Route de Chancy;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;50.4381452870741
55811;04766;Route de Chancy;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;9.199461940787629
55812;04766;Route de Chancy;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;85.47062742582489
55813;04766;Route de Chancy;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;6.7894182372276894
55814;04766;Route de Chancy;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;102.257776566552
55815;04766;Route de Chancy;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;25.8820504824603
55816;04766;Route de Chancy;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;36.0466170396058
55817;04766;Route de Chancy;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;15.762591791961098
55818;04766;Route de Chancy;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;141.019061604955
55819;04766;Route de Chancy;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;28.336204756459498
55820;04766;Route de Chancy;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;37.3912315924469
55821;04766;Route de Chancy;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;16.558743933165
55822;04766;Route de Chancy;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;19.7796124396536
55823;04766;Route de Chancy;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;44.185157953314096
55824;04766;Route de Chancy;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;6.960581872228789
55825;04766;Route de Chancy;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;24.2828540332474
55826;04766;Route de Chancy;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;70.8288446241433
55827;04766;Route de Chancy;Bande;2013;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;5.120790954530359
55828;04766;Route de Chancy;Dérogation 2R;1991;bidirectionnelle; ;mixité piétons;;483.634521708075
55830;04766;Route de Chancy;Piste;2011;unidirectionnelle; ;vélos + cyclomoteurs;;6.191830504626069
55831;04766;Route de Chancy;Piste;2011;unidirectionnelle; ;vélos + cyclomoteurs;;19.734175270987702
55832;04766;Route de Chancy;Piste;1985;bidirectionnelle; ;vélos + cyclomoteurs;;375.72528471520303
55834;04766;Route de Chancy;Piste;1985;bidirectionnelle;dans le sens;mixité piétons;;297.40881700611703
55835;04766;Route de Chancy;Piste;1985;bidirectionnelle;dans le sens;mixité piétons;;282.133925514903
105995;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;320.52056918056803
105996;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;294.47883083313303
105997;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;147.00742519391503
105999;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;275.390112547018
106000;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;161.719173459102
106001;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;23.892260253061004
106002;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;279.442636701652
106003;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;276.235380351366
106004;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;134.662388215864
106005;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;327.656991461349
106007;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;448.659605272771
106008;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;471.123243387383
106009;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;89.8045195987109
106010;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;124.966990364606
106011;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;153.252308752786
106014;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;132.144159383608
106262;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;1141.5348922458502
106264;;  ;Piste;;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;54.630666296504195
106265;10405;Rue de la Fontaine;Dérogation 2R;1999;bidirectionnelle; ;au statut de la rue : vélos seuls;;23.1608906648512
106266;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue : vélos seuls;;28.573533208198096
106267;15725;Place du Molard;Dérogation 2R;2009;bidirectionnelle; ;au statut de la rue : vélos seuls;;53.6256538105966
106268;14346;Avenue du Mail;Dérogation 2R;1998;bidirectionnelle; ;au statut de la rue;;40.449220772862695
106269;08869;Avenue Henri- DUNANT;Dérogation 2R;1998;bidirectionnelle; ;au statut de la rue;;89.3369970729206
106271;08869;Avenue Henri- DUNANT;Dérogation 2R;1998;bidirectionnelle; ;au statut de la rue;;45.351456426447896
106273;14346;Avenue du Mail;Dérogation 2R;1998;bidirectionnelle; ;au statut de la rue;;64.0038069180264
106274;;  ;Dérogation 2R;2017;bidirectionnelle;;au statut de la rue;;82.0561935750409
106275;21580;Rue de Saint-Germain;Dérogation 2R;1999;bidirectionnelle; ;au statut de la rue : vélos seuls;;25.8748094839165
106276;90190;Pont de la Coulouvrenière;Dérogation 2R;2011;unidirectionnelle;dans le sens;au statut de la rue : vélos seuls;;59.9239534743828
106277;06548;Quai de Cologny;Dérogation 2R;2015;unidirectionnelle;dans le sens;au statut de la rue : vélos seuls;;122.867410357498
106582;23604;Route de Thonon;Piste;1960;unidirectionnelle;dans le sens;mixité piétons;;140.926206610389
106583;23604;Route de Thonon;Piste;1960;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;104.952250325193
106902;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;252.729735082427
106903;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;19.8885620395241
106904;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;46.637357759422
106905;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;353.640806642897
106906;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;113.98304575902401
106907;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;76.10275193589379
106908;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;47.42538927612819
106909;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;156.793718203441
106910;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;113.45368996885101
106911;;  ;Piste;;bidirectionnelle;;mixité piétons;;46.7319070598703
106912;;  ;Piste;;bidirectionnelle;;mixité piétons;;323.522481134155
106913;;  ;Piste;;bidirectionnelle;;mixité piétons;;272.01587305547
106914;;  ;Piste;;bidirectionnelle;;mixité piétons;;217.2584251389
107222;;  ;Bande;;unidirectionnelle;dans le sens;mixité piétons;;45.7119305607147
107223;;  ;Bande;~2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;99.88670770188651
107224;;  ;Bande;~2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;48.6128467398487
107225;;  ;Piste;;bidirectionnelle;;mixité piétons;;337.615787461765
107226;;  ;Piste;;bidirectionnelle;;mixité piétons;;53.053394009993795
107227;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;816.513276130505
107228;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;300.73044983137004
107229;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;209.67344934536303
107542;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;251.415505675405
107543;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;241.77421646227802
107544;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;85.6671290519298
107545;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;494.705602921928
107546;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;240.09231630453002
107547;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;90.5699365312199
107548;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;716.9938335310601
107549;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;181.768903340819
107550;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;180.685184555918
107551;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;139.47204961132502
107552;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;102.50652381216901
107554;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;240.65617772229302
107557;25275;Route de Vessy;Piste; ;bidirectionnelle;dans le sens;mixité piétons;;180.737906187789
107558;;  ;Piste;;unidirectionnelle;;mixité piétons;;72.8200922490519
107559;25275;Route de Vessy;Piste;1994;unidirectionnelle;dans le sens;mixité piétons;;153.41411712697803
107562;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;226.418457692969
107563;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;218.57448696143499
107564;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;64.53074002243149
56185;08214;Rue Jacques- DALPHIN;Contresens;2010;unidirectionnelle; ;vélos + cyclomoteurs;;108.900030256487
56186;08214;Rue Jacques- DALPHIN;Contresens;2010;unidirectionnelle; ;vélos + cyclomoteurs;;75.2090254609212
56187;08214;Rue Jacques- DALPHIN;Contresens;2010;unidirectionnelle; ;vélos + cyclomoteurs;;133.91857489831298
56188;08214;Rue Jacques- DALPHIN;Contresens;2010;unidirectionnelle; ;vélos + cyclomoteurs;;2.84121452903507
56190;08249;Rue  DANCET;Piste;1989;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;61.3387132994774
56191;08249;Rue  DANCET;Piste;1989;unidirectionnelle;;vélos seuls;;10.9263078887878
56192;08249;Rue  DANCET;Piste;1990;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;6.7487734833269295
56193;08249;Rue  DANCET;Piste;1990;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;4.892647545041441
56196;08435;Rue des Délices;Bande;2001;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;11.3948760414495
56197;08435;Rue des Délices;Bande;2001;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;64.93262972633529
56198;08435;Rue des Délices;Bande;2001;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;57.25483413292319
56199;08435;Rue des Délices;Sas;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;NON;3.5334402499547095
56200;08451;Rue  DENTAND;Contresens;2008;unidirectionnelle;contresens;vélos + cyclomoteurs;;21.4125430530799
56201;08524;Rue des Deux-Ponts;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;2.0402205763103196
56202;08524;Rue des Deux-Ponts;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;9.78110552390873
56203;08524;Rue des Deux-Ponts;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;12.8766765898659
56205;08524;Rue des Deux-Ponts;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;6.70788342176577
56206;08524;Rue des Deux-Ponts;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;44.69745027675069
56207;08524;Rue des Deux-Ponts;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;5.43214074913948
56208;08524;Rue des Deux-Ponts;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;60.52392426295789
56209;08524;Rue des Deux-Ponts;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;80.64361845157349
56210;08524;Rue des Deux-Ponts;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;109.08473185774201
56211;08524;Rue des Deux-Ponts;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;143.510217205108
56212;08524;Rue des Deux-Ponts;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;40.4952728903364
56213;08524;Rue des Deux-Ponts;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;72.63278817054709
56216;08524;Rue des Deux-Ponts;Piste;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;5.19757635826546
56217;08613;Rue  DIZERENS;Dérogation 2R;2005;bidirectionnelle; ;au statut de la rue : vélos seuls;;84.1043167738731
56218;08630;Rue de la Dôle;Bande;2004;unidirectionnelle;contresens;vélos + cyclomoteurs;;162.39023685912403
56221;08745;Route de Drize;Bande;2008;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;60.6254499004882
56224;08745;Route de Drize;Bande;2008;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;9.90395880443775
56229;08745;Route de Drize;Piste; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;26.5637520236463
56231;08770;Chemin Moïse- DUBOULE;Bande;2002;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;139.204611202634
56232;08770;Chemin Moïse- DUBOULE;Bande;2002;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;105.12221563634
56233;08826;Rue David- DUFOUR;Bande;1994;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;15.1363469833378
56239;08869;Avenue Henri- DUNANT;Bande;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;16.563463029923398
56241;08869;Avenue Henri- DUNANT;Bande;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;46.76948014345369
55470;22365;Route de Laconnex;Piste;1984;bidirectionnelle; ;mixité piétons;;164.98690381406303
55471;22365;Route de Laconnex;Piste;1984;bidirectionnelle; ;mixité piétons;;151.14084283814302
55472;22365;Route de Laconnex;Piste;1984;bidirectionnelle;;mixité piétons;;190.258029979627
55473;22365;Route de Laconnex;Piste;1984;bidirectionnelle;;mixité piétons;;201.08216834026499
55474;22365;Route de Laconnex;Piste;2010;bidirectionnelle; ;vélos + cyclomoteurs;;3.7995394457749696
55475;22365;Route de Laconnex;Piste;2010;bidirectionnelle; ;mixité piétons;;189.41749266415502
55476;22365;Route de Laconnex;Piste;2010;bidirectionnelle; ;mixité piétons;;73.4885426903996
55477;22365;Route de Laconnex;Piste;2010;bidirectionnelle; ;mixité piétons;;140.91483199101802
55479;22535;Rue du Simplon;Contresens;2010;unidirectionnelle; ;vélos + cyclomoteurs;;33.8353260182034
55480;22535;Rue du Simplon;Contresens;2010;unidirectionnelle; ;vélos + cyclomoteurs;;27.136105100032296
55481;22608;Rue du Soleil-Levant;Dérogation 2R;1999;bidirectionnelle; ;au statut de la rue;;97.95172592353579
55483;22640;Route de Soral;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;20.681752710494198
55484;22640;Route de Soral;Piste; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;49.5993556681282
55485;22640;Route de Soral;Bande;~2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;359.33595678798906
55487;22640;Route de Soral;Bande;~2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;109.16259056713501
55488;22640;Route de Soral;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;438.74427682112605
55490;22640;Route de Soral;Bande;~2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;65.7081242780565
55493;01449;Chemin de la Bâtie;Bande;1998;unidirectionnelle;contresens;vélos + cyclomoteurs;;171.111439976256
55494;01473;Rue des Battoirs;Bande;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;25.7832891617807
55496;01490;Avenue du Curé- BAUD;Piste;~2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;105.183137809824
55497;01490;Avenue du Curé- BAUD;Piste;~2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;152.246384797663
55498;01490;Avenue du Curé- BAUD;Piste;~2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;154.029129090198
55499;01490;Avenue du Curé- BAUD;Piste;~2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;108.698818357991
55503;01490;Avenue du Curé- BAUD;Piste; ;bidirectionnelle;;vélos + cyclomoteurs;;177.20275376983702
55504;01490;Avenue du Curé- BAUD;Piste;~2010;bidirectionnelle;;vélos + cyclomoteurs;;179.54680760111302
55507;01520;Rue  BAUTTE;Bande;1991;unidirectionnelle;contresens;vélos + cyclomoteurs;;1.0104454463255301
55508;01520;Rue  BAUTTE;Bande;1991;unidirectionnelle;contresens;vélos + cyclomoteurs;;31.907583442826898
55509;01520;Rue  BAUTTE;Bande;1991;unidirectionnelle;contresens;vélos + cyclomoteurs;;33.6007830361911
55513;01570;Rue  De-BEAUMONT;Contresens;2002;; ;vélos + cyclomoteurs;;50.9009192691183
55515;01635;Chemin de Beau-Soleil;Contresens;1994;unidirectionnelle;contresens;vélos + cyclomoteurs;;151.361215039429
55516;01635;Chemin de Beau-Soleil;Dérogation 2R;1997;bidirectionnelle; ;au statut de la rue : vélos seuls;;205.352599332185
55517;01740;Place de Bel-Air;Bande;1996;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;32.7309986907812
55518;01759;Avenue de Bel-Air;Bande;2007;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;2.90908920454496
55519;01759;Avenue de Bel-Air;Bande;2007;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;70.548171485872
55520;01759;Avenue de Bel-Air;Bande;2007;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;87.8283245883696
55521;01759;Avenue de Bel-Air;Bande;2007;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;94.55126916123339
55575;02534;Route du Bois-des-Frères;Piste; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;330.608238698607
55576;02534;Route du Bois-des-Frères;Piste; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;364.27147161753004
55577;02534;Route du Bois-des-Frères;Piste;2016;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;148.256138490114
55578;02534;Route du Bois-des-Frères;Piste;1989;bidirectionnelle;dans le sens;mixité piétons;;134.274142510793
55579;02542;Rue du Bois-du-Lan;Sas;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;OUI;3.58622364054447
55582;02704;Rue François- BONIVARD;Bande;1997;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;61.559087874984
55588;02895;Rue des Bossons;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;60.9574963353516
55589;02895;Rue des Bossons;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;151.796141081043
55590;02895;Rue des Bossons;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;84.26484922535239
55591;02895;Rue des Bossons;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;86.84642892886491
55592;02895;Rue des Bossons;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;88.9710683084551
55594;02895;Rue des Bossons;Bande;?;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;105.229318931234
55595;02895;Rue des Bossons;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;83.9398992138014
55596;02895;Rue des Bossons;Bande;~2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;149.25198011075702
55597;02895;Rue des Bossons;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;43.7577208477718
55599;02895;Rue des Bossons;Bande;~2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;105.170093182425
55600;02895;Rue des Bossons;Bande;2008;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;51.111709710284295
55610;02950;Carrefour du Bouchet;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;24.8935205004051
55611;02950;Carrefour du Bouchet;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;103.22809517799601
55612;02968;Rue Paul- BOUCHET;Bande;2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;24.322789724865
55613;03042;Rue de la Boulangerie;Dérogation 2R;1999;bidirectionnelle; ;au statut de la rue : vélos seuls;;52.7482150293736
55614;03140;Place du Bourg-de-Four;Contresens;1995;bidirectionnelle; ;au statut de la rue;;65.88437498293379
55615;03140;Place du Bourg-de-Four;Contresens;1999;unidirectionnelle;contresens;vélos + cyclomoteurs;;96.1317933280696
55616;03140;Place du Bourg-de-Four;Dérogation 2R;1999;bidirectionnelle; ;au statut de la rue : vélos seuls;;14.3602301812015
55617;03140;Place du Bourg-de-Four;Dérogation 2R;1999;bidirectionnelle; ;au statut de la rue : vélos seuls;;71.7771421233427
55618;03166;Chemin du Bournoud;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;16.5408590692673
55619;03190;Route du Bout-du-Monde;Bande;1990;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;36.0331491240521
55620;03190;Route du Bout-du-Monde;Bande;1990;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;88.6567340204756
55621;03212;Rue  BOVY-LYSBERG;Bande;2011;unidirectionnelle;contresens;vélos + cyclomoteurs;;28.0111192207666
55622;03468;Rue des Buis;Contresens;2009;unidirectionnelle; ;vélos + cyclomoteurs;;69.7993085726817
55623;03468;Rue des Buis;Contresens;2009;unidirectionnelle; ;vélos + cyclomoteurs;;65.3101447249467
55624;03506;Passage J.-Jacques- BURLAMACHI;Dérogation 2R;2001;bidirectionnelle; ;au statut de la rue : vélos seuls;;79.3461309705773
55625;03514;Route du Pont-BUTIN;Bande;1991;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;10.362379070464499
55522;01759;Avenue de Bel-Air;Bande;2007;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;50.401703344232295
55523;01759;Avenue de Bel-Air;Piste;2007;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;81.14644342543019
55524;01759;Avenue de Bel-Air;Piste;2007;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;214.88280536714
55526;01759;Avenue de Bel-Air;Bande;2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;40.8928855420085
55530;01759;Avenue de Bel-Air;Bande;2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;80.7240414835135
55531;01759;Avenue de Bel-Air;Bande;2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;80.2748923491738
55532;01759;Avenue de Bel-Air;Bande;2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;225.51890235918
55533;01759;Avenue de Bel-Air;Bande;2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;96.2196187260468
55534;01821;Route de Bellebouche;Bande;~2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;429.70865693798305
55535;01821;Route de Bellebouche;Bande;~2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;281.388834272086
55536;01821;Route de Bellebouche;Bande;~2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;394.258840249257
55537;01821;Route de Bellebouche;Bande;~2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;324.79221104176906
55538;01821;Route de Bellebouche;Bande;~2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;74.916388727701
55539;01821;Route de Bellebouche;Bande;~2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;491.536860070261
55540;01821;Route de Bellebouche;Bande;~2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;273.954935018737
55541;01821;Route de Bellebouche;Bande;~2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;261.27052053379504
55542;01821;Route de Bellebouche;Bande;~2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;331.23063498495003
55549;02097;Avenue Louis- BERTRAND;Piste;~2003;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;53.3606196868095
55550;02097;Avenue Louis- BERTRAND;Piste;~2003;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;91.6983696546472
55553;02127;Avenue François- BESSON;Bande;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;158.365285708679
55559;02259;Avenue  BLANC;Bande;1988;unidirectionnelle;contresens;vélos + cyclomoteurs;;9.56830706029024
55561;02259;Avenue  BLANC;Bande;1988;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;14.442108571811799
55563;02259;Avenue  BLANC;Sas;1988;unidirectionnelle;dans le sens;vélos + cyclomoteurs;OUI;3.4392586410446095
55565;02305;Chemin de Blandonnet;Bande;~1998;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;134.17084250667602
55566;02305;Chemin de Blandonnet;Bande;~1998;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;40.0558070256679
55567;02305;Chemin de Blandonnet;Bande;~1998;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;27.1742544472469
55568;02305;Chemin de Blandonnet;Bande;~1998;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;39.6078205336188
55569;02305;Chemin de Blandonnet;Bande;~1998;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;23.928000334336296
55570;02305;Chemin de Blandonnet;Bande;~1998;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;54.0167463944456
55571;02534;Route du Bois-des-Frères;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;121.352688202606
55572;02534;Route du Bois-des-Frères;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;38.61771300344439
55573;02534;Route du Bois-des-Frères;Piste;2016;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;131.554825815551
55574;02534;Route du Bois-des-Frères;Piste;2016;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;69.031430522625
